child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,country
1.3137996219281662,-0.9219330855018587,0.3800277392510402,0.06896551724137925,-0.46348314606741575,0.43698403962575677,-1.287449392712549,1.4379084967320264,-0.34501748251748254,Afghanistan
-0.07750472589792055,-0.25278810408921926,0.09431345353675445,0.2032667876588022,0.003932584269662922,-0.10787011557512378,0.340080971659919,-0.3790849673202615,-0.03583916083916084,Albania
0.12476370510396977,0.13382899628252795,-0.565880721220527,-0.4210526315789474,0.1707865168539326,1.1700605393505783,0.3562753036437249,0.1612200435729848,-0.0034965034965034965,Algeria
1.8582230623818523,1.0223048327137547,-0.9320388349514561,-0.0036297640653358046,-0.22247191011235956,1.863511282333517,-0.9716599190283388,1.5860566448801745,-0.08479020979020979,Angola
-0.19659735349716442,0.39776951672862465,-0.04993065187239936,0.5771324863883847,0.5191011235955056,-0.44358833241607043,0.3805668016194332,-0.16993464052287588,0.6730769230769231,Antigua and Barbuda
-0.11720226843100186,-0.5910780669144982,0.524271844660194,-0.9800362976406534,0.4966292134831461,1.6984039625756744,0.29959514170040485,-0.06535947712418297,0.506993006993007,Argentina
-0.04914933837429107,-0.520446096654275,-0.5020804438280164,0.08348457350272222,-0.17752808988764046,0.25316455696202533,0.09716599190283418,-0.36165577342047933,-0.11188811188811189,Armenia
-0.3005671077504725,-0.5576208178438661,0.6990291262135923,-0.8021778584392015,1.7719101123595506,-0.4744083654375344,0.8016194331983805,-0.25708061002178656,4.143356643356643,Australia
-0.3100189035916824,0.6133828996282529,1.3287101248266295,0.17422867513611603,1.8730337078651684,-0.5059988992845349,0.680161943319838,-0.4705882352941177,3.7062937062937062,Austria
0.3497164461247637,0.724907063197026,-0.09153952843273233,-0.809437386569873,0.3449438202247191,0.9168959823885529,-0.24291497975708484,-0.2614379084967321,0.11713286713286714,Azerbaijan
-0.22873345935727785,1.2899628252788107,-0.34396671289875175,0.28675136116152444,1.7550561797752808,0.21684094661530004,0.3157894736842108,-0.15686274509803916,1.416083916083916,Bahrain
0.5425330812854442,-0.6988847583643122,-0.7461858529819694,-0.7695099818511796,-0.41685393258426967,0.18381948266373144,-0.13765182186234717,-0.08278867102396512,-0.32709790209790207,Bangladesh
-0.12287334593572778,0.17472118959107819,0.4882108183079056,0.20689655172413804,0.3056179775280899,-0.5667583929554211,0.37246963562753077,-0.3224400871459695,1.0052447552447552,Barbados
-0.2873345935727788,0.617100371747212,-0.16643550624133135,0.7803992740471869,0.3561797752808989,1.0599889928453494,-0.13765182186234717,-0.44880174291939,0.13374125874125875,Belarus
-0.3062381852551984,1.5464684014869892,1.2454923717059636,1.1506352087114338,1.7550561797752808,-0.39515685195377,0.6396761133603239,-0.2875816993464052,3.487762237762238,Belgium
-0.03591682419659732,0.8698884758364315,-0.28016643550624126,0.5263157894736842,-0.11123595505617978,-0.476609796367639,-0.05668016194331888,0.08278867102396512,-0.013986013986013986,Belize
1.7069943289224951,-0.40892193308550173,-0.5852981969486825,-0.2105263157894736,-0.451685393258427,-0.5046780407264723,-0.8340080971659911,1.2374727668845318,-0.32709790209790207,Benin
0.41587901701323254,0.28624535315985145,-0.28016643550624126,1.0054446460980038,-0.19325842696629214,0.057237204182718826,0.0,-0.06100217864923753,-0.20279720279720279,Bhutan
0.4896030245746692,0.2379182156133831,-0.3800277392510402,-0.3157894736842106,-0.25,0.364336818932306,-0.04048582995951414,0.2962962962962964,-0.2202797202797203,Bolivia
-0.26086956521739124,-0.18959107806691444,1.3564493758668514,0.3012704174228674,-0.007865168539325843,-0.44799119427627965,0.3805668016194332,-0.5272331154684096,0.009615384615384616,Bosnia and Herzegovina
0.6011342155009451,0.32713754646840165,0.5797503467406382,0.3012704174228674,0.19325842696629214,0.37974683544303806,-1.2145748987854237,0.15686274509803916,0.16171328671328672,Botswana
-0.017013232514177665,-0.895910780669145,0.7766990291262135,-1.132486388384755,0.2606741573033708,0.3236103467253716,0.1700404858299601,-0.3137254901960784,0.5856643356643356,Brazil
-0.19281663516068048,1.2118959107806695,-0.9348127600554784,-0.5444646098003629,3.9741573033707867,1.236103467253715,0.4048582995951414,-0.2962962962962963,2.6923076923076925,Brunei
-0.1871455576559546,0.5724907063197029,0.18307905686546466,0.3629764065335753,0.3056179775280899,-0.4799119427627958,0.14574898785425183,-0.4139433551198257,0.20454545454545456,Bulgaria
1.8015122873345932,-0.5799256505576208,0.1470180305131762,-0.48638838475499085,-0.47359550561797753,0.14749587231700606,-1.1497975708502013,1.4596949891067539,-0.34309440559440557,Burkina Faso
1.3780718336483928,-0.962081784386617,1.495145631067961,-0.1379310344827585,-0.5110112359550562,0.7517886626307101,-1.1659919028340067,1.6296296296296295,-0.37316433566433566,Burundi
0.4480151228733459,0.717472118959108,-0.1470180305131762,0.5989110707803993,-0.41235955056179774,-0.25866813428728674,-0.4858299595141697,0.15686274509803916,-0.32465034965034967,Cambodia
